id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio,,,,,,,,,,,,,,,,
1157,5,9,9,2,8,8,na,2009,U07m,1XTE04,0,0,0,0,0,1074,5,9,9,3,4,4,0.4,2009,U07m,85XAA04,1.2,1.2,1.1,0.7,6,0.8,0.7,0.9,12.64,5.37,85XAA04,85XAA04,2.7,3.7,3,6.6,0.2,5.7,4.5,5.4,85XAA04,8,3.97,0.1,79.5,2.68,0.01,971.75
1158,5,9,9,3,8,8,0.7,2009,U07m,1XTE04,9,4,7,12.7,3,1075,5,9,9,4,4,4,0.2,2009,U07m,85XAA04,3,0.8,0.3,2,0.4,0.7,0.3,0.5,7.95,2.2,85XAA04,85XAA04,0.4,3,6.6,1.1,4.1,3.6,5.7,4.5,85XAA04,8,3.63,0.06,145,0.96,0,3411
1159,5,9,9,4,8,8,1.4,2009,U07m,1XTE04,6,11.1,9,2.8,2.9,1076,5,9,9,5,4,4,4.1,2009,U07m,18XAG04,8.6,4.9,7.1,12.7,5.1,7.8,4.8,5.3,56.31,134.52,18XAG04,18XAG04,0.2,6.6,1.1,0,3.1,2.6,3.6,5.7,18XAG04,7,2.86,1.43,5.59,29.61,1.26,6.34
1160,5,9,9,5,8,8,3,2009,U07m,18XAG04,6.1,12.7,3.4,4.8,5.7,1077,5,9,9,6,4,4,3.1,2009,U07m,18XAG04,3.9,9.4,9,12.7,4.9,6.6,4.9,5.9,57.25,146.31,18XAG04,18XAG04,4.1,1.1,0,0,2.6,2.9,2.6,3.6,18XAG04,6,2.11,1.47,5.45,7.89,1.45,5.51
1161,5,9,9,6,8,8,1.7,2009,U07m,18XAG04,3.3,3.2,2.3,3.4,4.4,1078,5,9,9,7,4,4,2.6,2009,U07m,18XAG04,4.1,12.7,9,8.9,3.5,5.6,4.3,6.4,54.55,132.92,18XAG04,18XAG04,3.1,0,0,1.1,4,3.3,2.9,2.6,18XAG04,6,2.13,1.22,6.54,6.54,1.02,7.82
1162,5,9,9,7,8,8,1.8,2009,U07m,18XAG04,4.6,3.4,2.5,3.1,3.2,1079,5,9,9,8,4,4,4,2009,U07m,18XAG04,5.5,12.7,7.1,7.6,6.7,5.4,4.9,7.4,57.23,142.49,18XAG04,18XAG04,2.6,0,1.1,2.7,1.4,5.4,3.3,2.9,18XAG04,7,2.42,1.65,4.85,12.85,1.95,4.11
1163,5,9,9,8,8,8,3.3,2009,U07m,18XAG04,5.8,5.3,3.4,6.7,3.7,1080,5,9,9,9,4,4,1.4,2009,U07m,85XAA04,2.3,7.1,3.1,4.2,3.8,4,1.9,3.8,30.2,37.51,85XAA04,85XAA04,4,1.1,2.7,2.8,1.9,3.1,5.4,3.3,85XAA04,8,3.04,0.46,17.36,4.51,0.18,43.68
1164,5,9,9,9,8,8,4.7,2009,U07m,82XAA04,5.3,5.9,5.5,6.9,5,1081,5,9,9,10,4,4,1.9,2009,U07m,85XAA04,5.2,5.3,3.6,3.4,7.4,5.6,3.4,3.3,37.27,61.39,85XAA04,85XAA04,1.4,2.7,2.8,5.2,0.4,2.4,3.1,5.4,85XAA04,8,2.92,0.65,12.32,9.61,0.33,24.6
1165,5,9,9,10,8,8,3.7,2009,U07m,82XAA04,4,7,4.3,7.8,4.1,1082,5,9,9,11,4,4,0.4,2009,U07m,85XAA04,1.6,1.6,0.6,1,3.6,0.9,1.3,1.5,11.98,5.67,85XAA04,85XAA04,1.9,2.8,5.2,4.8,0.6,5.5,2.4,3.1,85XAA04,8,3.29,0.12,65.75,1.55,0.01,671.94
1166,5,9,9,11,8,8,4.4,2009,U07m,82XAA04,4.9,6.7,5.9,9,5,1083,5,9,9,12,4,4,0.6,2009,U07m,85XAA04,5.4,1.3,1,3.3,1.5,1.4,0.9,2.5,17.32,12.67,85XAA04,85XAA04,0.4,5.2,4.8,1.7,3.1,4.9,5.5,2.4,85XAA04,8,3.5,0.17,46.67,2.77,0.02,341
1167,5,9,9,12,8,8,3.6,2009,U07m,82XAA04,4,7.8,6,6,4.6,1084,5,9,9,13,4,4,3.1,2009,U07m,84XAA04,7.5,5,5.8,6.6,9,5.3,3.5,4.6,47.33,99.45,84XAA04,84XAA04,0.6,4.8,1.7,2.9,0,4.3,4.9,5.5,84XAA04,7,3.09,1,7.97,10.62,0.72,11.18
1168,5,9,9,13,8,8,3.4,2009,U07m,81XAA04,4.4,8.3,4.1,5.8,4.6,1085,5,9,9,14,4,4,na,2009,U07m,84XAA04,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,3.1,1.7,2.9,4,4.1,3.7,4.3,4.9,84XAA04,8,3.59,0,0,0,0,0
1169,5,9,9,14,8,8,3.3,2009,U07m,81XAA04,4.4,5.8,4.1,5.9,9,1086,5,9,9,15,4,4,4.1,2009,U07m,84XAA04,9,7.5,4.6,6.6,4.2,6.6,4.7,6.2,49.41,107.39,84XAA04,84XAA04,0,2.9,4,3.8,4.6,3.8,3.7,4.3,84XAA04,7,3.39,1.21,6.61,7.55,1.26,6.34
1170,5,9,9,15,8,8,na,2009,U07m,81XAA04,0,0,0,0,0,1087,5,9,9,16,4,4,4.6,2009,U07m,84XAA04,4.8,6.8,4.9,11.5,5.8,6.1,4.9,7.1,51.89,114.35,84XAA04,84XAA04,4.1,4,3.8,0.5,2.5,5,3.8,3.7,84XAA04,8,3.42,1.34,5.96,17.9,1.58,5.05
1171,5,9,9,16,8,8,2.5,2009,U07m,81XAA04,9,5.1,4.8,4,3.8,1088,5,9,9,17,4,4,2.5,2009,U07m,82XAA04,3.2,5.1,7.5,6.5,3.1,4.6,3,5.1,37.96,64.28,82XAA04,82XAA04,4.6,3.8,0.5,2.4,4.8,4.4,5,3.8,82XAA04,8,3.66,0.68,11.72,9.49,0.41,19.75
1172,5,9,9,17,8,8,3.5,2009,U07m,84XAA04,5.3,7.8,3.5,6.2,4.4,1089,5,9,9,18,4,4,4.8,2009,U07m,82XAA04,5.9,11.5,6,9.9,5.2,7.5,4.7,6.2,56.98,137.4,82XAA04,82XAA04,2.5,0.5,2.4,1.4,3.5,3.3,4.4,5,82XAA04,8,2.88,1.67,4.79,21.83,2.26,3.55
1173,5,9,9,18,8,8,3.6,2009,U07m,84XAA04,4.6,5.1,4.4,5.5,6,1090,5,9,9,19,4,4,3.5,2009,U07m,82XAA04,3.8,7.6,6.4,11.4,3.7,5.6,4.6,5.6,48.86,101.91,82XAA04,82XAA04,4.8,2.4,1.4,0.4,4.9,4.4,3.3,4.4,82XAA04,8,3.25,1.08,7.43,16.8,0.94,8.53
1174,5,9,9,19,8,8,1.8,2009,U07m,84XAA04,3,4.2,2.5,3.1,3.7,1091,5,9,9,20,4,4,4.9,2009,U07m,82XAA04,5.3,9.9,8.3,6.6,5,6.2,4.7,7.6,53.64,126.89,82XAA04,82XAA04,3.5,1.4,0.4,4.5,4,5.1,4.4,3.3,82XAA04,8,3.32,1.47,5.43,23.02,1.8,4.45
1175,5,9,9,20,8,8,2.6,2009,U07m,84XAA04,5.3,4.5,2.9,8.3,5.4,1092,5,9,9,21,4,4,4,2009,U07m,NM6,4,11.6,4.2,12.7,9,12.7,4,6.1,64.32,168.88,NM6,NM6,4.9,0.4,4.5,0,0,0,5.1,4.4,NM6,5,2.41,1.66,4.83,13.4,1.43,5.61
1176,5,9,9,21,8,8,1.7,2009,U07m,85XAA04,3.6,3,4.9,12.7,9,1093,5,9,9,1,5,5,1.9,2009,U07m,81XAA04,9,12.7,2.3,3.9,3.1,5.3,9,12.7,58.01,161.89,81XAA04,81XAA04,0,0,5.4,4.3,3.7,2.7,0,0,81XAA04,4,2.01,0.94,8.47,2.01,0.42,19.01
1177,5,9,9,1,9,9,0.8,2009,U07m,85XAA04,9,12.7,1.4,6.4,3.1,1094,5,9,9,2,5,5,3.7,2009,U07m,81XAA04,5.9,5.2,4.2,5.9,5,11.5,5.2,12.7,55.56,128.99,81XAA04,81XAA04,1.9,5.4,4.3,4.3,3,0.4,2.7,0,81XAA04,7,2.75,1.35,5.95,16.21,1.27,6.3
1178,5,9,9,2,9,9,1.5,2009,U07m,85XAA04,5.9,3.3,5.9,4.3,7.9,1095,5,9,9,3,5,5,3,2009,U07m,81XAA04,4,5.2,3.7,9.5,2.8,11.9,7.9,6.7,51.89,109.99,81XAA04,81XAA04,3.7,4.3,4.3,1,6.6,0.2,0.4,2.7,81XAA04,8,2.9,1.03,7.73,29.27,0.7,11.41
1179,5,9,9,3,9,9,0.2,2009,U07m,85XAA04,1.1,2.5,0.6,0.5,9,1096,5,9,9,4,5,5,6.6,2009,U07m,81XAA04,6.2,7.7,7.8,8.2,7.7,7.9,8.7,12,66.17,191.91,81XAA04,81XAA04,3,4.3,1,3.7,1.1,4.1,0.2,0.4,81XAA04,8,2.22,2.97,2.7,69.23,5.77,1.39
1180,5,9,9,4,9,9,na,2009,U07m,85XAA04,0,0,0,0,0,1097,5,9,9,5,5,5,1.1,2009,U07m,2XT4E04,1.3,6.7,2.1,2.5,9,3.3,1.9,10.8,37.52,42.67,2XT4E04,2XT4E04,6.6,1,3.7,4.5,0,3.1,4.1,0.2,2XT4E04,7,2.9,0.38,21.09,7.93,0.09,86.74
1181,5,9,9,5,9,9,5,2009,U07m,80XAA04,9,6.6,5.5,8.2,4.5,1098,5,9,9,6,5,5,na,2009,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,1.1,3.7,4.5,3.6,0,2.6,3.1,4.1,2XT4E04,7,2.84,0,0,0,0,0
1182,5,9,9,6,9,9,4.9,2009,U07m,80XAA04,4.5,7.7,5.7,7.9,4.6,1099,5,9,9,7,5,5,na,2009,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,4.5,3.6,2.6,1.1,4,2.6,3.1,2XT4E04,7,2.69,0,0,0,0,0
1183,5,9,9,7,9,9,4.6,2009,U07m,80XAA04,4.4,7.9,5.4,8.2,4.1,1100,5,9,9,8,5,5,1.1,2009,U07m,2XT4E04,9,3,2.7,5.4,2.6,5.6,1.9,3.8,33.97,45.99,2XT4E04,2XT4E04,0,3.6,2.6,1.5,2.7,1.4,4,2.6,2XT4E04,7,2.3,0.48,16.73,3.35,0.18,44.61
1184,5,9,9,8,9,9,5.5,2009,U07m,80XAA04,4.9,8.2,6.2,9.1,5.8,1101,5,9,9,9,5,5,2.7,2009,U07m,84XAA04,6.4,6.5,5.8,5.1,4.4,7.5,5.9,5.1,46.74,96.1,84XAA04,84XAA04,1.1,2.6,1.5,4,2.8,1.9,1.4,4,84XAA04,8,2.41,1.12,7.15,10.96,1.05,7.63
1185,5,9,9,9,9,9,3,2009,U07m,84XAA04,3.2,6.9,5.2,12.7,3.9,1102,5,9,9,10,5,5,2.8,2009,U07m,84XAA04,4.6,8.3,3.7,9.6,3.1,11.1,5.4,8.5,54.34,110.98,84XAA04,84XAA04,2.7,1.5,4,0.9,5.2,0.4,1.9,1.4,84XAA04,8,2.25,1.24,6.43,17.73,1.06,7.54
1186,5,9,9,10,9,9,4,2009,U07m,84XAA04,5.1,8.2,9,8,5.7,1103,5,9,9,11,5,5,5.2,2009,U07m,84XAA04,5.9,7.2,7.7,8.3,4.7,11.4,8.4,9.3,62.76,169.94,84XAA04,84XAA04,2.8,4,0.9,2.8,4.8,0.6,0.4,1.9,84XAA04,8,2.27,2.29,3.5,36.28,3.63,2.21
1187,5,9,9,11,9,9,2.3,2009,U07m,84XAA04,3.3,12.7,4.4,12.7,5,1104,5,9,9,12,5,5,4.8,2009,U07m,84XAA04,4.3,10.7,5.7,12.7,6.6,7.7,8,11.7,67.58,184.62,84XAA04,84XAA04,5.2,0.9,2.8,0,1.7,3.1,0.6,0.4,84XAA04,7,1.84,2.61,3.06,32.34,3.78,2.11
1188,5,9,9,12,9,9,1.8,2009,U07m,84XAA04,4,5.5,9,7.2,2.8,1105,5,9,9,13,5,5,1.7,2009,U07m,17XGA04,2.4,4.8,9,12.7,3.3,12.7,3.2,9.4,57.54,122.51,17XGA04,17XGA04,4.8,2.8,0,0,2.9,0,3.1,0.6,17XGA04,5,1.77,0.96,8.35,4.93,0.47,17.04
1189,5,9,9,13,9,9,4,2009,U07m,80XAA04,6.2,12.7,6.7,12.7,4.5,1106,5,9,9,14,5,5,2.9,2009,U07m,17XGA04,5.7,12.7,9,12.7,3.8,5.3,9,6.2,64.34,179.3,17XGA04,17XGA04,1.7,0,0,0,4,4.1,0,3.1,17XGA04,4,1.61,1.8,4.45,4.07,1.48,5.39
1190,5,9,9,14,9,9,4,2009,U07m,80XAA04,4.5,9.4,9,10.8,4.6,1107,5,9,9,15,5,5,4,2009,U07m,17XGA04,5.2,12.7,9,8.9,4.6,5.9,4.4,12.7,63.58,169.41,17XGA04,17XGA04,2.9,0,0,1.7,3.8,4.6,4.1,0,17XGA04,5,2.14,1.87,4.27,6.63,2.01,3.98
1191,5,9,9,15,9,9,3.8,2009,U07m,80XAA04,4.4,12.7,7.6,10.1,5.7,1108,5,9,9,16,5,5,3.8,2009,U07m,17XGA04,4.4,12.7,6.2,6.8,8,7.7,4.1,6.1,55.97,132.79,17XGA04,17XGA04,4,0,1.7,3.3,0.5,2.5,4.6,4.1,17XGA04,7,2.59,1.47,5.45,15.21,1.56,5.14
1192,5,9,9,16,9,9,2.2,2009,U07m,80XAA04,3.3,9.7,6.2,4.4,2.6,1109,5,9,9,17,5,5,0.5,2009,U07m,85XAA04,1,2.9,1.2,1.4,1.6,1.2,1.5,1.2,12.04,6.07,85XAA04,85XAA04,3.8,1.7,3.3,4,2.4,4.8,2.5,4.6,85XAA04,8,3.39,0.15,54.2,1.32,0.02,401.72
1193,5,9,9,17,9,9,5.4,2009,U07m,83XAA04,6.4,10.7,5.1,10.9,5.3,1110,5,9,9,18,5,5,2.4,2009,U07m,85XAA04,7.4,5.4,3.4,5.2,5.7,5.2,3,6.2,41.46,76.02,85XAA04,85XAA04,0.5,3.3,4,3.5,1.4,3.5,4.8,2.5,85XAA04,8,2.94,0.82,9.79,10.67,0.56,14.39
1194,5,9,9,18,9,9,3.7,2009,U07m,83XAA04,3.7,6,7.2,7.1,4,1111,5,9,9,19,5,5,1.4,2009,U07m,85XAA04,3.3,3.3,2.6,3,7,2.8,2.6,2.9,27.43,32.47,85XAA04,85XAA04,2.4,4,3.5,4.6,0.4,4.9,3.5,4.8,85XAA04,8,3.51,0.4,20.07,6.12,0.14,58.48
1195,5,9,9,19,9,9,4.7,2009,U07m,83XAA04,5,10.7,5.6,8.7,4.1,1112,5,9,9,20,5,5,0.4,2009,U07m,85XAA04,2,1.3,0.7,1,0.7,1.2,0.7,1.3,8.9,3.58,85XAA04,85XAA04,1.4,3.5,4.6,4.7,4.5,4,4.9,3.5,85XAA04,8,3.89,0.1,77.75,0.96,0.01,812.31
1196,5,9,9,20,9,9,5.6,2009,U07m,83XAA04,4.9,8.4,6.5,11.9,7.2,1113,5,9,9,21,5,5,4.5,2009,U07m,NM6,8.3,6.3,4.4,12.7,9,12.7,4.8,6.1,64.28,178.51,NM6,NM6,0.4,4.6,4.7,0,0,0,4,4.9,NM6,5,2.33,1.94,4.13,15.23,1.94,4.12
1197,5,9,9,21,9,9,1.4,2009,U07m,85XAA04,1.8,4.9,7,12.7,9,1114,5,9,9,1,6,6,5.4,2009,U07m,81XAA04,9,12.7,5.1,6.6,5,7.6,6.7,12.7,65.35,188.43,81XAA04,81XAA04,0,0,4.2,5,4.3,3.7,1.9,0,81XAA04,5,2.39,2.26,3.54,7.92,2.97,2.69
1198,5,9,9,1,10,10,4.3,2009,U07m,84XAA04,9,12.7,4.9,6.4,7.6,1115,5,9,9,2,6,6,4.3,2009,U07m,81XAA04,4,6.4,4.2,6.5,4.5,7.5,4.8,8.8,46.77,90.81,81XAA04,81XAA04,5.4,4.2,5,4.1,4.3,3,3.7,1.9,81XAA04,8,3.95,1.09,7.35,9.59,1.11,7.21
1199,5,9,9,2,10,10,0.8,2009,U07m,84XAA04,1.4,2.3,1.4,1.9,1.9,1116,5,9,9,3,6,6,4.3,2009,U07m,81XAA04,4.5,5.9,4.6,5.9,7.3,5,5.3,6.8,45.34,89.81,81XAA04,81XAA04,4.3,5,4.1,5,1,6.6,3,3.7,81XAA04,8,4.09,1.05,7.6,11.32,0.97,8.25
1200,5,9,9,3,10,10,2.9,2009,U07m,84XAA04,7.1,5.1,3.5,6.1,3.4,1117,5,9,9,4,6,6,1,2009,U07m,81XAA04,1.7,2.5,1.5,8.5,1.9,6.1,1.2,3.2,26.52,22.95,81XAA04,81XAA04,4.3,4.1,5,0.5,3.7,1.1,6.6,3,81XAA04,8,3.54,0.28,28.3,4.34,0.06,128.01
1201,5,9,9,4,10,10,4.7,2009,U07m,84XAA04,5.6,6.4,5.4,6.7,5.4,1118,5,9,9,5,6,6,3.7,2009,U07m,82XAA04,7.1,5.4,7.9,12.7,4.1,12.7,6.9,4.6,61.45,154.85,82XAA04,82XAA04,1,5,0.5,0,4.5,0,1.1,6.6,82XAA04,6,2.34,1.58,5.05,16.59,1.2,6.67
1202,5,9,9,5,10,10,3.2,2009,U07m,17XGA04,3.6,6.4,3.9,5.7,4.8,1119,5,9,9,6,6,6,4.5,2009,U07m,82XAA04,4.9,11.5,9,8.8,5,12.7,9,10.2,71.16,213.47,82XAA04,82XAA04,3.7,0.5,0,2,3.6,0,0,1.1,82XAA04,5,1.36,3.3,2.42,17.81,5.05,1.59
1203,5,9,9,6,10,10,2.8,2009,U07m,17XGA04,4.2,5.1,3.8,5,4.3,1120,5,9,9,7,6,6,3.6,2009,U07m,82XAA04,4,12.7,5.8,8.2,5.2,9.7,9,12.7,67.4,183.42,82XAA04,82XAA04,4.5,0,2,2,2.6,1.1,0,0,82XAA04,5,1.52,2.36,3.39,9.06,2.86,2.79
1204,5,9,9,7,10,10,3,2009,U07m,17XGA04,4.7,5.5,3.7,4.2,4.9,1121,5,9,9,8,6,6,2.6,2009,U07m,82XAA04,3.8,7.2,5.1,6.5,5.7,6.2,6.3,12.7,53.55,119.31,82XAA04,82XAA04,3.6,2,2,2.5,1.5,2.7,1.1,0,82XAA04,7,1.93,1.35,5.92,9.42,1.42,5.62
1205,5,9,9,8,10,10,2.5,2009,U07m,17XGA04,4.1,4.7,2.6,12.7,4.8,1122,5,9,9,9,6,6,1.5,2009,U07m,18XAG04,3.3,5.5,3.4,5.5,2.5,4.4,3.2,7.3,35.03,49.89,18XAG04,18XAG04,2.6,2,2.5,2,4,2.8,2.7,1.1,18XAG04,8,2.46,0.61,13.13,5.51,0.34,23.71
1206,5,9,9,9,10,10,2.2,2009,U07m,2XT4E04,4.2,3.4,9,4.2,9,1123,5,9,9,10,6,6,4,2009,U07m,18XAG04,6.5,7.8,6,8.3,7.3,5.5,5.3,7.6,54.5,130.67,18XAG04,18XAG04,1.5,2.5,2,2.1,0.9,5.2,2.8,2.7,18XAG04,8,2.46,1.62,4.92,16.3,2.14,3.74
1207,5,9,9,10,10,10,na,2009,U07m,2XT4E04,0,0,0,0,0,1124,5,9,9,11,6,6,0.9,2009,U07m,18XAG04,1.7,4,2.7,9.5,2.2,2,1.3,3.1,26.47,28.34,18XAG04,18XAG04,4,2,2.1,0.3,2.8,4.8,5.2,2.8,18XAG04,8,3,0.3,26.67,5.11,0.07,111.43
1208,5,9,9,11,10,10,2.4,2009,U07m,2XT4E04,9,4.5,3.1,4.4,9,1125,5,9,9,12,6,6,2.8,2009,U07m,18XAG04,6.8,7.3,8.1,4.4,9,7.9,3.3,4.5,51.3,115.5,18XAG04,18XAG04,0.9,2.1,0.3,5.3,0,1.7,4.8,5.2,18XAG04,7,2.54,1.1,7.25,17.07,0.73,11.02
1209,5,9,9,12,10,10,na,2009,U07m,2XT4E04,0,0,0,0,0,1126,5,9,9,13,6,6,na,2009,U07m,1XTE04,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,2.8,0.3,5.3,5,0,2.9,1.7,4.8,1XTE04,7,2.85,0,0,0,0,0
1210,5,9,9,13,10,10,1.4,2009,U07m,85XAA04,9,3,3.5,6.1,9,1127,5,9,9,14,6,6,na,2009,U07m,1XTE04,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,5.3,5,5.2,0,4,2.9,1.7,1XTE04,6,3.01,0,0,0,0,0
1211,5,9,9,14,10,10,na,2009,U07m,85XAA04,0,0,0,0,0,1128,5,9,9,15,6,6,na,2009,U07m,1XTE04,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,5,5.2,5.4,1.7,3.8,4,2.9,1XTE04,7,3.5,0,0,0,0,0
1212,5,9,9,15,10,10,0.7,2009,U07m,85XAA04,9,4,1.8,2.2,3.7,1129,5,9,9,16,6,6,1.7,2009,U07m,1XTE04,9,3.1,2.2,9,3.1,9.8,2.8,3.8,42.78,65.12,1XTE04,1XTE04,0,5.2,5.4,0.7,3.3,0.5,3.8,4,1XTE04,7,2.86,0.59,13.47,7.86,0.24,34
1213,5,9,9,16,10,10,1,2009,U07m,85XAA04,5.3,3.3,2,2.3,1.7,1130,5,9,9,17,6,6,3.3,2009,U07m,82XAA04,5.9,4.8,7.4,6.7,4.1,7.4,7.8,5.9,50.03,109.64,82XAA04,82XAA04,1.7,5.4,0.7,3,4,2.4,0.5,3.8,82XAA04,8,2.69,1.23,6.52,18.03,1.12,7.16
1214,5,9,9,17,10,10,4.2,2009,U07m,80XAA04,7.3,7,4.3,6.4,7.4,1131,5,9,9,18,6,6,4,2009,U07m,82XAA04,4.9,10.8,5.1,7.2,4.8,9.4,5.6,11.3,59.24,140.77,82XAA04,82XAA04,3.3,0.7,3,3.1,3.5,1.4,2.4,0.5,82XAA04,8,2.24,1.79,4.47,23.22,2.55,3.14
1215,5,9,9,18,10,10,0.9,2009,U07m,80XAA04,1.6,2.1,1.6,2.6,2.1,1132,5,9,9,19,6,6,3.5,2009,U07m,82XAA04,4.2,6.9,4.8,5.6,3.9,11.4,6.4,7.6,50.76,109.05,82XAA04,82XAA04,4,3,3.1,4.4,4.6,0.4,1.4,2.4,82XAA04,8,2.91,1.2,6.66,17.44,1.18,6.78
1216,5,9,9,19,10,10,2.9,2009,U07m,80XAA04,6.9,5.3,4.1,6.7,5.1,1133,5,9,9,20,6,6,4.6,2009,U07m,82XAA04,5.1,7.6,4.6,9,4.5,6.4,8.3,9.8,55.25,130.09,82XAA04,82XAA04,3.5,3.1,4.4,1.9,4.7,4.5,0.4,1.4,82XAA04,8,2.99,1.54,5.2,23.05,1.9,4.22
1217,5,9,9,20,10,10,2.2,2009,U07m,80XAA04,3.9,4.9,4.1,5.7,7.6,1134,5,9,9,21,6,6,4.7,2009,U07m,NM6,4.5,6.6,6.4,12.7,9,12.7,4.6,11.7,68.31,193.93,NM6,NM6,4.6,4.4,1.9,0,0,0,4.5,0.4,NM6,5,1.98,2.38,3.36,17.36,2.74,2.92
1218,5,9,9,21,10,10,0.4,2009,U07m,85XAA04,1.4,1.7,1.2,12.7,9,1135,5,9,9,1,7,7,4.2,2009,U07m,83XAA04,9,12.7,6.9,12.7,4.1,6.3,3.9,12.7,68.39,196.95,83XAA04,83XAA04,0,0,1.3,0,5,4.3,5.4,0,83XAA04,4,2,2.1,3.81,5.83,1.9,4.21
1219,5,9,9,1,11,11,3.6,2009,U07m,NM6,9,12.7,4.4,5.8,4.1,1136,5,9,9,2,7,7,5,2009,U07m,83XAA04,4.9,10.1,9,11.2,4.9,6.8,4.8,6.1,57.9,149.38,83XAA04,83XAA04,4.2,1.3,0,0.7,4.1,4.3,4.3,5.4,83XAA04,7,3.04,1.65,4.86,16.65,1.95,4.11
1220,5,9,9,2,11,11,4.3,2009,U07m,NM6,4.9,6.8,4.5,7.1,4.3,1137,5,9,9,3,7,7,4.1,2009,U07m,83XAA04,4.1,12.7,7.7,9.5,4.1,10.2,4.4,6.2,58.85,141.35,83XAA04,83XAA04,5,0,0.7,1.4,5,1,4.3,4.3,83XAA04,7,2.71,1.51,5.29,16.43,1.49,5.38
1221,5,9,9,3,11,11,4.6,2009,U07m,NM6,4.7,6.6,5.2,7.3,5.3,1138,5,9,9,4,7,7,5,2009,U07m,83XAA04,4.9,11.2,7,8,8.2,7.3,7.5,6.8,60.94,160.73,83XAA04,83XAA04,4.1,0.7,1.4,3,0.5,3.7,1,4.3,83XAA04,8,2.34,2.14,3.74,31.11,3.24,2.47
1222,5,9,9,4,11,11,3.2,2009,U07m,NM6,3.7,6.2,4.4,5.7,3.9,1139,5,9,9,5,7,7,0.5,2009,U07m,2XT4E04,0.8,3.3,1.3,2.9,9,1.3,1.1,4.2,23.93,20.38,2XT4E04,2XT4E04,5,1.4,3,1.7,0,4.5,3.7,1,2XT4E04,7,2.54,0.2,40.6,1.66,0.03,295.16
1223,5,9,9,5,11,11,4.2,2009,U07m,NM6,5.1,7,4.7,5.6,4.7,1140,5,9,9,6,7,7,na,2009,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0.5,3,1.7,1.8,2,3.6,4.5,3.7,2XT4E04,8,2.6,0,0,0,0,0
1224,5,9,9,6,11,11,3.9,2009,U07m,NM6,4.3,6.4,3.8,5.6,4.3,1141,5,9,9,7,7,7,2,2009,U07m,2XT4E04,9,6.9,4.7,4.8,4.5,5.5,3.2,3.9,42.58,81.1,2XT4E04,2XT4E04,0,1.7,1.8,3.3,2,2.6,3.6,4.5,2XT4E04,7,2.44,0.82,9.75,5.66,0.52,15.25
1225,5,9,9,7,11,11,4.3,2009,U07m,NM6,4.7,5.6,4.2,6.4,3.8,1142,5,9,9,8,7,7,2,2009,U07m,2XT4E04,4.5,6.7,3.4,3.8,4,7.3,3.9,4.5,38.13,62.51,2XT4E04,2XT4E04,2,1.8,3.3,4.7,2.5,1.5,2.6,3.6,2XT4E04,8,2.75,0.73,11,6.6,0.47,17.11
1226,5,9,9,8,11,11,6,2009,U07m,NM6,5.2,6.9,5.3,8,9,1143,5,9,9,9,7,7,2.5,2009,U07m,17XGA04,5,5.5,3.1,5.1,5,4.9,5.6,6.2,40.5,72.33,17XGA04,17XGA04,2,3.3,4.7,3.7,2,4,1.5,2.6,17XGA04,8,2.98,0.84,9.52,7.72,0.63,12.75
1227,5,9,9,9,11,11,na,2009,U07m,NM6,0,0,0,0,0,1144,5,9,9,10,7,7,2,2009,U07m,17XGA04,4,3.8,3.2,4,4.4,8.8,3,7.3,38.38,61.16,17XGA04,17XGA04,2.5,4.7,3.7,4.4,2.1,0.9,4,1.5,17XGA04,8,2.98,0.67,11.9,7.23,0.38,21.21
1228,5,9,9,10,11,11,4.4,2009,U07m,NM6,9,7.1,6.3,6,4.4,1145,5,9,9,11,7,7,2.1,2009,U07m,17XGA04,4.6,4.6,2.9,4.7,7.9,5.5,6.3,4.4,40.83,74.36,17XGA04,17XGA04,2,3.7,4.4,3.6,0.3,2.8,0.9,4,17XGA04,8,2.71,0.77,10.33,13.29,0.47,16.95
1229,5,9,9,11,11,11,4.6,2009,U07m,NM6,4.6,9,4.4,9,4.5,1146,5,9,9,12,7,7,0.3,2009,U07m,17XGA04,1.1,0.8,0.7,1,0.5,12.7,0.9,3.2,20.92,9.28,17XGA04,17XGA04,2.1,4.4,3.6,3.4,5.3,0,2.8,0.9,17XGA04,7,2.81,0.11,75,0.88,0.01,944.78
