id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Stems,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Ht,Plot,Canker13,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio
1304,6,9,9,4,4,1,0.1,2008,U07m,85XAA04,1,0,0.1,,,,,,,20,0,2.3,0.5,0.2,1.3,0.3,0.4,0.2,0.4,5.41,0.98,85XAA04,85XAA04,0.3,2.5,5.5,0.9,3.4,2.9,4.4,3.5,85XAA04,8,2.93,0.03,234,0.62,0,8898
1305,6,9,9,9,4,4,1.3,2008,U07m,85XAA04,1,0.009,1.3,,,,,,,18,0,2.5,7.5,3.3,4.2,3.9,4.2,2.1,4.4,32.22,42.52,85XAA04,85XAA04,3.4,0.9,2.2,2.6,1.7,2.6,4.2,2.5,85XAA04,8,2.51,0.52,15.46,5.01,0.24,34.03
1306,6,9,9,10,4,4,1.7,2008,U07m,85XAA04,2,0.015,1.5,0.7,,,,,,18,0,5.1,5.5,3.6,3.6,7.3,5.4,3.6,3.7,37.73,62.77,85XAA04,85XAA04,1.3,2.2,2.6,4.3,0.4,2.3,2.6,4.2,85XAA04,8,2.49,0.68,11.71,9.18,0.38,21.33
1307,6,9,9,11,4,4,0.4,2008,U07m,85XAA04,1,0.001,0.4,,,,,,,18,0,1.7,1.7,0.8,1.3,3.6,1,1.3,1.7,13.12,7.09,85XAA04,85XAA04,1.7,2.6,4.3,3.6,0.6,4.5,2.3,2.6,85XAA04,8,2.77,0.14,55.5,1.68,0.02,461
1308,6,9,9,12,4,4,0.6,2008,U07m,85XAA04,1,0.002,0.6,,,,,,,18,0,5.4,1.6,1.3,3.8,1.5,1.7,1.1,2.6,18.91,14.96,85XAA04,85XAA04,0.4,4.3,3.6,1.4,3,4,4.5,2.3,85XAA04,8,2.94,0.2,39.17,2.98,0.03,233.64
1309,6,9,9,17,5,5,0.5,2008,U07m,85XAA04,1,0.001,0.5,,,,,,,25,0,1.2,3.5,1.4,1.7,1.9,1.4,1.7,1.4,14.26,8.46,85XAA04,85XAA04,3.2,1.3,2.8,3.3,1.9,3.9,2.1,4,85XAA04,8,2.81,0.18,45,1.63,0.03,279.56
1310,6,9,9,18,5,5,1.9,2008,U07m,85XAA04,1,0.02,1.9,,,,,,,25,0,7.1,5.1,3.3,5.1,5.7,4.9,2.9,6,40.33,71.92,85XAA04,85XAA04,0.5,2.8,3.3,2.8,1.1,3,3.9,2.1,85XAA04,8,2.44,0.78,10.26,9.49,0.51,15.69
1311,6,9,9,19,5,5,1.1,2008,U07m,85XAA04,1,0.007,1.1,,,,,,,25,0,3.3,3.2,2.5,2.8,6.6,2.6,2.4,2.8,26.23,29.54,85XAA04,85XAA04,1.9,3.3,2.8,3.9,0.4,4.3,3,3.9,85XAA04,8,2.94,0.37,21.36,5.24,0.12,66.45
1312,6,9,9,20,5,5,0.4,2008,U07m,85XAA04,1,0.001,0.4,,,,,,,25,0,2.4,1.6,0.8,12.7,9,12.7,0.8,1.5,41.55,91.71,85XAA04,85XAA04,1.1,2.8,3.9,0,0,0,4.3,3,85XAA04,5,1.89,0.21,37.75,0.84,0.02,323.44
1313,6,9,9,1,9,2,0.7,2008,U07m,85XAA04,1,0.003,0.7,,,,,,,41,0,9,12.7,1.6,5.2,2.9,12.7,3.7,12.7,60.57,142.55,85XAA04,85XAA04,0,0,3.3,1,1.5,0,1,0,85XAA04,4,0.85,0.82,9.71,2.08,0.26,30.9
1314,6,9,9,2,9,2,1.5,2008,U07m,85XAA04,1,0.012,1.5,,,,,,,41,0,6.1,4,5.4,5,7.9,9.1,9,7.6,54.21,135.24,85XAA04,85XAA04,0.7,3.3,1,2.3,0.2,0.6,0,1,85XAA04,7,1.14,1.32,6.07,16.25,0.94,8.48
1315,6,9,9,3,9,2,0.2,2008,U07m,85XAA04,1,0,0.2,,,,,,,41,0,1.1,2.1,0.7,0.7,9,2.1,2.3,12.7,30.65,26.9,85XAA04,85XAA04,1.5,1,2.3,3.7,0,1,0.6,0,85XAA04,6,1.26,0.16,50.5,1.01,0.01,589.75
1316,6,9,9,4,9,2,0,2008,U07m,85XAA04,NA,0,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0.2,2.3,3.7,2.8,4.3,2.3,1,0.6,85XAA04,8,2.15,0,0,0,0,0
1317,6,9,9,13,10,3,1,2008,U07m,85XAA04,1,0.005,1,,,,,,,47,0,9,2.8,3.6,7.1,9,3.1,2.3,5.3,42.16,77.54,85XAA04,85XAA04,0,3.5,1.5,0.8,0,3.1,3,1.4,85XAA04,6,1.66,0.6,13.3,3.57,0.22,35.71
1318,6,9,9,14,10,3,0,2008,U07m,85XAA04,NA,0,,,,,,,,47,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1,1.5,0.8,2.1,0.7,2.9,3.1,3,85XAA04,8,1.89,0,0,0,0,0
1319,6,9,9,15,10,3,0.7,2008,U07m,85XAA04,1,0.003,0.7,,,,,,,47,0,9,5.9,2.3,2.9,3.7,3.7,1.8,2.3,31.58,45.75,85XAA04,85XAA04,0,0.8,2.1,2.4,1,1.7,2.9,3.1,85XAA04,7,1.75,0.4,20,3.08,0.12,66.78
1320,6,9,9,16,10,3,1,2008,U07m,85XAA04,1,0.005,1,,,,,,,47,0,5.3,4.1,2.6,2.8,2,2.5,3.3,3.3,26.02,30.93,85XAA04,85XAA04,0.7,2.1,2.4,3.5,3.5,4,1.7,2.9,85XAA04,8,2.6,0.38,20.8,4.08,0.13,62.46
1321,6,9,9,1,11,1,2.7,2008,U07m,NM6,2,0.04,2.3,1.4,,,,,,51,0,9,12.7,9,12.7,4,9.3,4,12.7,73.51,224.53,NM6,NM6,0,0,0,0,3.4,1,3.3,0,NM6,3,0.96,2.81,2.85,4.31,2.49,3.22
1322,6,9,9,2,11,1,3.4,2008,U07m,NM6,1,0.063,3.4,,,,,,,51,0,5,12.7,9,12.7,5.1,7.6,7,6.5,65.58,186.22,NM6,NM6,2.7,0,0,0,2.6,2.3,1,3.3,NM6,5,1.49,2.29,3.5,8.48,2.96,2.7
1323,6,9,9,3,11,1,2.6,2008,U07m,NM6,1,0.037,2.6,,,,,,,51,0,3.9,12.7,9,12.7,4.5,5.3,4.8,9.2,62.08,164.22,NM6,NM6,3.4,0,0,0,2.6,3.7,2.3,1,NM6,5,1.63,1.6,5,6.2,1.41,5.67
1324,6,9,9,4,11,1,2.6,2008,U07m,NM6,1,0.037,2.6,,,,,,,51,0,4.5,12.7,9,12.7,4.2,6.1,3.7,6.8,59.73,156.77,NM6,NM6,2.6,0,0,0,3,2.8,3.7,2.3,NM6,5,1.8,1.44,5.54,4.63,1.27,6.3
1325,6,9,9,5,11,2,3,2008,U07m,NM6,1,0.049,3,,,,,,,52,1,4.8,12.7,9,12.7,4.5,7.5,4.7,5.7,61.62,166.28,NM6,NM6,2.6,0,0,0,3,2.1,2.8,3.7,NM6,5,1.77,1.69,4.73,5.46,1.73,4.63
1326,6,9,9,6,11,2,3,2008,U07m,NM6,1,0.049,3,,,,,,,52,0,4.5,12.7,9,12.7,4.2,6.9,5.3,6.6,61.99,166.38,NM6,NM6,3,0,0,0,3.4,2.5,2.1,2.8,NM6,5,1.73,1.74,4.6,5.58,1.84,4.34
1327,6,9,9,7,11,2,3.4,2008,U07m,NM6,1,0.063,3.4,,,,,,,52,0,4.8,12.7,9,12.7,3.7,7.7,5.2,7.9,63.75,171.4,NM6,NM6,3,0,0,0,4.8,2.2,2.5,2.1,NM6,5,1.82,1.86,4.29,6.37,1.95,4.11
1328,6,9,9,8,11,2,4.8,2008,U07m,NM6,2,0.126,4.1,2.5,,,,,,52,0,5.3,12.7,9,12.7,9,9.4,6.2,8.4,72.66,229.47,NM6,NM6,3.4,0,0,0,0,1.7,2.2,2.5,NM6,4,1.23,3.92,2.04,8.34,7.22,1.11
1329,6,9,9,9,11,3,0,2008,U07m,NM6,NA,0,,,,,,,,53,0,0,0,0,0,0,0,0,0,0,0,NM6,NM6,4.8,0,0,0,3.3,0,1.7,2.2,NM6,4,1.5,0,0,0,0,0
1330,6,9,9,10,11,3,3.3,2008,U07m,NM6,2,0.06,2.5,2.2,,,,,,53,0,9,12.7,9,12.7,4.4,8.4,9,8.4,73.69,234.8,NM6,NM6,0,0,0,0,3.4,1.7,0,1.7,NM6,3,0.85,3.88,2.06,4.85,5.02,1.59
1331,6,9,9,11,11,3,3.4,2008,U07m,NM6,1,0.063,3.4,,,,,,,53,0,4.6,12.7,9,12.7,4.4,12.7,6,12.7,74.91,216.02,NM6,NM6,3.3,0,0,0,3.5,0,1.7,0,NM6,3,1.06,3.2,2.5,4,3.55,2.25
1332,6,9,9,12,11,3,3.5,2008,U07m,NM6,1,0.067,3.5,,,,,,,53,0,4.6,12.7,9,12.7,6.3,9.9,9,8.6,72.79,224.53,NM6,NM6,3.4,0,0,0,1.5,1,0,1.7,NM6,4,0.95,3.68,2.17,8.92,5.54,1.44
1333,6,9,9,13,11,4,1.5,2008,U07m,NM6,1,0.012,1.5,,,,,,,54,0,2.7,12.7,9,12.7,5.9,12.7,5.4,12.7,73.88,206.73,NM6,NM6,3.5,0,0,0,0.8,0,1,0,NM6,3,0.66,2.26,3.53,3.8,1.3,6.17
1334,6,9,9,14,11,4,0.8,2008,U07m,NM6,1,0.003,0.8,,,,,,,54,0,3.1,12.7,9,12.7,2.5,6.8,9,5.7,61.51,158.08,NM6,NM6,1.5,0,0,0,2.1,0.7,0,1,NM6,4,0.66,1.21,6.63,2.86,0.63,12.73
1335,6,9,9,15,11,4,2.1,2008,U07m,NM6,1,0.024,2.1,,,,,,,54,0,6.5,12.7,9,12.7,4.2,8.6,6.8,12.7,73.27,222.31,NM6,NM6,0.8,0,0,0,2.4,1,0.7,0,NM6,4,0.61,3.43,2.33,8.6,4.47,1.79
1336,6,9,9,16,11,4,2.4,2008,U07m,NM6,1,0.031,2.4,,,,,,,54,0,4.8,12.7,9,7.8,3.7,5.2,6.4,9.9,59.41,154.35,NM6,NM6,2.1,0,0,1.5,3.5,3.5,1,0.7,NM6,6,1.54,1.56,5.13,9.94,1.41,5.67
1337,6,9,9,17,11,5,3.5,2008,U07m,NM6,1,0.067,3.5,,,,,,,55,0,5.3,12.7,6.3,6.7,4.7,10.1,4.5,9.9,60.34,146,NM6,NM6,2.4,0,1.5,3.1,3.2,0.9,3.5,1,NM6,7,1.95,1.79,4.46,14.4,2.34,3.42
1338,6,9,9,18,11,5,3.2,2008,U07m,NM6,1,0.056,3.2,,,,,,,55,1,4.3,8.7,4.6,6.2,4.9,7.3,7,6.1,48.96,102.75,NM6,NM6,3.5,1.5,3.1,3.4,2.7,2.4,0.9,3.5,NM6,8,2.62,1.22,6.56,12.01,1.33,6.03
1339,6,9,9,19,11,5,2.7,2008,U07m,NM6,1,0.04,2.7,,,,,,,55,1,4.1,5.9,4,6.4,5.3,7.8,4.8,9.5,47.79,95.55,NM6,NM6,3.2,3.1,3.4,2.7,1.9,1.7,2.4,0.9,NM6,8,2.41,1.12,7.15,10.64,1.13,7.1
1340,6,9,9,20,11,5,1.9,2008,U07m,NM6,1,0.02,1.9,,,,,,,55,0,3.7,4.6,3.7,12.7,9,12.7,4.8,5.6,56.83,147.93,NM6,NM6,2.7,3.4,2.7,0,0,0,1.7,2.4,NM6,5,1.61,1.18,6.79,3.88,0.83,9.64
1341,6,9,9,17,12,6,1.5,2008,U07m,NM6,2,0.013,1.5,0.3,,,,,,56,0,9,12.7,9,12.7,2.9,4.1,2.7,4.9,58.05,163.05,NM6,NM6,0,0,0,0,3.1,3.2,3.5,2.4,NM6,4,1.53,0.98,8.13,2.01,0.48,16.83
1342,6,9,9,18,12,6,3.1,2008,U07m,NM6,4,0.054,2.3,1.8,0.8,0.8,,,,56,1,6.1,12.7,9,12.7,4.3,6.8,4.4,6,62.02,170.76,NM6,NM6,1.5,0,0,0,3.4,2.7,3.2,3.5,NM6,5,1.79,1.73,4.61,5.98,1.76,4.54
1343,6,9,9,19,12,6,3.4,2008,U07m,NM6,1,0.063,3.4,,,,,,,56,0,4.7,12.7,9,12.7,5,8.2,5,6.6,63.92,176.26,NM6,NM6,3.1,0,0,0,2.7,1.9,2.7,3.2,NM6,5,1.7,2,4,6.47,2.43,3.29
1344,6,9,9,20,12,6,2.7,2008,U07m,NM6,2,0.041,2.4,1.3,,,,,,56,1,4,12.7,9,12.7,9,12.7,5.3,6.4,71.81,224.55,NM6,NM6,3.4,0,0,0,0,0,1.9,2.7,NM6,3,1,2.7,2.96,3.22,2.6,3.08
1345,7,9,9,1,1,1,1.6,2007,U07m,17XGA04,1,0.014,1.6,,,,,,,1,,9,12.7,3,6,6.3,12.7,9,12.7,71.43,223.29,17XGA04,17XGA04,0,0,3.2,1.8,0.7,0,0,0,17XGA04,3,0.71,2.25,3.56,3.67,1.47,5.46
1346,7,9,9,2,1,1,0.7,2007,U07m,17XGA04,1,0.003,0.7,,,,,,,1,,2.7,2.3,2.5,3.4,2.6,12.7,9,12.7,48.05,115.62,17XGA04,17XGA04,1.6,3.2,1.8,1.9,1.7,0,0,0,17XGA04,5,1.27,0.55,14.57,1.83,0.17,46
1347,7,9,9,3,1,1,1.7,2007,U07m,17XGA04,2,0.016,1.3,1.1,,,,,,1,,6.4,6.2,4.3,7.5,5.1,12.7,9,12.7,63.82,180.53,17XGA04,17XGA04,0.7,1.8,1.9,1.2,1.3,0,0,0,17XGA04,5,0.86,1.97,4.06,6.99,2.21,3.62
1348,7,9,9,4,1,1,1.3,2007,U07m,17XGA04,2,0.009,1.2,0.5,,,,,,1,,3.9,5.2,4.7,4.5,4,12.7,9,12.7,56.71,146.17,17XGA04,17XGA04,1.7,1.9,1.2,2.4,1.6,0,0,0,17XGA04,5,1.1,1.18,6.77,3.89,0.83,9.62
1349,7,9,9,13,5,5,0.9,2007,U07m,17XGA04,1,0.004,0.9,,,,,,,24,,2.1,5.5,7.4,8.8,3.4,10.4,2.5,9.5,49.63,89.25,17XGA04,17XGA04,2.9,1.2,0.2,0.4,1.5,0.2,2.3,0.3,17XGA04,8,1.13,0.8,10,16.3,0.37,21.88
1350,7,9,9,14,5,5,1.5,2007,U07m,17XGA04,3,0.012,1.1,0.8,0.6,,,,,24,,5.6,11.2,7.1,12.7,3.7,5.3,7.9,5,58.71,145.41,17XGA04,17XGA04,0.9,0.2,0.4,0,2.1,2.1,0.2,2.3,17XGA04,7,1.02,1.46,5.47,22.5,1.19,6.74
1351,7,9,9,15,5,5,2.1,2007,U07m,17XGA04,2,0.025,1.9,1,,,,,,24,,5.3,10.7,9,8.4,4.2,5.6,4.5,11.6,59.18,150.03,17XGA04,17XGA04,1.5,0.4,0,1.1,2.4,2.7,2.1,0.2,17XGA04,7,1.3,1.62,4.95,21.71,1.67,4.79
1352,7,9,9,16,5,5,2.4,2007,U07m,17XGA04,2,0.032,2.1,1.2,,,,,,24,,4.8,12.7,6.2,7.1,7.4,8.3,4.2,6.8,57.53,139.37,17XGA04,17XGA04,2.1,0,1.1,1.9,0.5,1.3,2.7,2.1,17XGA04,7,1.46,1.64,4.88,13.27,2.01,3.97
1353,7,9,9,9,7,3,1.3,2007,U07m,17XGA04,2,0.01,1,0.9,,,,,,33,,5.6,5,3.2,4.5,5.9,4.9,6.5,6.4,41.8,78.14,17XGA04,17XGA04,0.8,2,2.4,2.4,0.7,2.1,0.5,1.3,17XGA04,8,1.52,0.85,9.38,9.43,0.59,13.61
1354,7,9,9,10,7,3,0.7,2007,U07m,17XGA04,1,0.003,0.7,,,,,,,33,,3.1,2.9,2,2.9,3.5,5.6,2.3,7.4,29.67,36.38,17XGA04,17XGA04,1.3,2.4,2.4,2.4,1.1,0.9,2.1,0.5,17XGA04,8,1.64,0.43,18.71,4.56,0.15,52.35
1355,7,9,9,11,7,3,1.1,2007,U07m,17XGA04,2,0.006,0.8,0.7,,,,,,33,,5.5,4,2.8,4.7,7.6,6.1,5,4.4,40.02,72.22,17XGA04,17XGA04,0.7,2.4,2.4,1.9,0.2,1.2,0.9,2.1,17XGA04,8,1.48,0.75,10.73,11.23,0.43,18.45
1356,7,9,9,12,7,3,0.2,2007,U07m,17XGA04,1,0,0.2,,,,,,,33,,1.4,1,0.9,1,0.5,6.4,1.3,2.3,14.75,7.59,17XGA04,17XGA04,1.1,2.4,1.9,2.3,3.1,0.2,1.2,0.9,17XGA04,8,1.64,0.12,65.5,1.91,0.01,694.25
1357,7,9,9,5,10,2,2,2007,U07m,17XGA04,3,0.023,1.3,1.2,1,,,,,49,,4.2,7.1,4.5,6.4,5,4.9,3.4,9.1,44.5,81.99,17XGA04,17XGA04,2.3,1.6,2,2,1.6,3.2,3.3,0.8,17XGA04,8,2.1,0.95,8.4,9.1,0.8,10.04
1358,7,9,9,6,10,2,1.6,2007,U07m,17XGA04,3,0.013,1.2,0.7,0.7,,,,,49,,4,5.7,4,5.4,4.5,4.5,3,4.2,35.2,54.39,17XGA04,17XGA04,2,2,2,2.2,1.6,2.9,3.2,3.3,17XGA04,8,2.4,0.67,12,5.66,0.42,19.12
1359,7,9,9,7,10,2,1.6,2007,U07m,17XGA04,2,0.015,1.3,1,,,,,,49,,4.5,5.7,3.8,4.1,4.6,4,3.2,4.2,34.1,51.35,17XGA04,17XGA04,1.6,2,2.2,3.4,1.5,3.5,2.9,3.2,17XGA04,8,2.54,0.63,12.69,5.57,0.36,21.92
1360,7,9,9,8,10,2,1.5,2007,U07m,17XGA04,2,0.013,1.3,0.8,,,,,,49,,4.4,5.2,2.8,12.7,5.6,5.5,2.7,4.3,43.12,77.56,17XGA04,17XGA04,1.6,2.2,3.4,0,0.9,2,3.5,2.9,17XGA04,7,2.06,0.73,11,5.42,0.41,19.75
1361,7,9,9,9,2,4,1.6,2007,U07m,18XAG04,3,0.014,1.4,0.6,0.5,,,,,8,,5.1,7,3.2,5.8,4.1,12.7,9,8.1,55.17,135.51,18XAG04,18XAG04,1.2,1.3,2.9,1.9,1.9,0,0,0.9,18XAG04,6,1.26,1.27,6.31,6.58,1.05,7.64
1362,7,9,9,10,2,4,1.9,2007,U07m,18XAG04,1,0.02,1.9,,,,,,,8,,4.9,5,4.5,6.9,3.6,12.7,9,12.7,59.43,155.96,18XAG04,18XAG04,1.6,2.9,1.9,1.6,2.8,0,0,0,18XAG04,5,1.35,1.41,5.68,4.71,1.16,6.92
1363,7,9,9,11,2,4,2.8,2007,U07m,18XAG04,2,0.042,2.2,1.7,,,,,,8,,5.4,7.6,5.7,6,4.3,12.7,9,12.7,63.51,175.92,18XAG04,18XAG04,1.9,1.9,1.6,3.1,3,0,0,0,18XAG04,5,1.44,1.95,4.11,6.53,2.21,3.62
1364,7,9,9,12,2,4,3,2007,U07m,18XAG04,2,0.049,2.3,1.9,,,,,,8,,4.7,8.3,4.4,6.8,9,6.4,9,12.7,61.29,160.97,18XAG04,18XAG04,2.8,1.6,3.1,2.6,0,3,0,0,18XAG04,5,1.64,1.83,4.37,6.07,2.01,3.97
1365,7,9,9,5,4,1,2.5,2007,U07m,18XAG04,2,0.035,1.8,1.8,,,,,,19,,8.7,4.7,7.5,12.7,5.6,8.8,5.1,6,59.21,148.97,18XAG04,18XAG04,0.1,4.2,0.5,0,1.5,1.1,1.9,2.8,18XAG04,7,1.51,1.65,4.84,36.74,1.52,5.25
1366,7,9,9,6,4,1,1.5,2007,U07m,18XAG04,1,0.012,1.5,,,,,,,19,,3.4,9.5,9,12.7,4,7.1,5.2,5.6,56.5,140.05,18XAG04,18XAG04,2.5,0.5,0,0,1.9,1.2,1.1,1.9,18XAG04,6,1.14,1.32,6.07,7.79,1.1,7.28
1367,7,9,9,7,4,1,1.9,2007,U07m,18XAG04,2,0.02,1.4,1.3,,,,,,19,,5,12.7,9,10.5,3.8,7.6,5.5,8.1,62.21,165.66,18XAG04,18XAG04,1.5,0,0,0.4,2.6,1.3,1.2,1.1,18XAG04,6,1.01,1.88,4.26,11.52,2.14,3.74
1368,7,9,9,8,4,1,2.6,2007,U07m,18XAG04,3,0.038,2.4,0.9,0.6,,,,,19,,5.2,12.7,7.8,8.5,7.1,6,6,8.7,62.03,165.5,18XAG04,18XAG04,1.9,0,0.4,1.3,0.7,2.9,1.3,1.2,18XAG04,7,1.21,2.14,3.73,18.65,3.09,2.59
1369,7,9,9,9,6,3,0.5,2007,U07m,18XAG04,2,0.001,0.4,0.3,,,,,,28,,2.5,4.9,2.5,5.3,1.7,2.8,2.5,7.1,29.27,33.23,18XAG04,18XAG04,1.3,0.8,1.3,0.7,2.1,1.8,1.3,0.4,18XAG04,8,1.21,0.41,19.4,4.26,0.14,56.04
1370,7,9,9,10,6,3,2.1,2007,U07m,18XAG04,2,0.023,1.5,1.4,,,,,,28,,7.3,7.9,6.8,8.4,6.3,5.8,4.8,7.9,55.05,134.08,18XAG04,18XAG04,0.5,1.3,0.7,1.1,0.9,2.5,1.8,1.3,18XAG04,8,1.26,1.66,4.81,16.68,2.26,3.54
1371,7,9,9,11,6,3,0.9,2007,U07m,18XAG04,5,0.005,0.6,0.5,0.3,0.3,0.3,,,28,,2.7,7.2,4,10.4,3.9,3,2.4,4.2,37.82,60.47,18XAG04,18XAG04,2.1,0.7,1.1,0.2,1.2,2.9,2.5,1.8,18XAG04,8,1.56,0.58,13.89,8.95,0.25,31.47
1372,7,9,9,12,6,3,1.2,2007,U07m,18XAG04,1,0.008,1.2,,,,,,,28,,5.1,6.6,7.7,3.6,7.7,7.3,2.6,4.1,44.8,87.52,18XAG04,18XAG04,0.9,1.1,0.2,3.1,0.2,0.9,2.9,2.5,18XAG04,8,1.48,0.81,9.83,17.04,0.42,18.88
1373,7,9,9,5,8,2,1.6,2007,U07m,18XAG04,1,0.014,1.6,,,,,,,39,,6,8.5,2.9,4.2,6,12.7,8.5,4.7,53.6,129.57,18XAG04,18XAG04,0.8,0.8,3.3,3.2,0.8,0,0.1,2.7,18XAG04,7,1.46,1.09,7.31,23.58,0.67,11.86
1374,7,9,9,6,8,2,0.8,2007,U07m,18XAG04,1,0.003,0.8,,,,,,,39,,3,2.5,1.8,2.8,4,5.7,9,11.3,40.01,83.86,18XAG04,18XAG04,1.6,3.3,3.2,2.9,1,1,0,0.1,18XAG04,7,1.64,0.49,16.38,10.87,0.15,53.3
1375,7,9,9,7,8,2,1,2007,U07m,18XAG04,3,0.006,0.8,0.6,0.2,,,,,39,,5,3,2.3,2.8,3,7.1,4.5,12.7,40.47,74.64,18XAG04,18XAG04,0.8,3.2,2.9,3.5,2,0.8,1,0,18XAG04,7,1.78,0.56,14.2,4.94,0.22,37.18
1376,7,9,9,8,8,2,2,2007,U07m,18XAG04,3,0.022,1.7,0.9,0.6,,,,,39,,6,5.2,3.3,6.4,4.1,7.7,6.4,8.5,47.55,99.57,18XAG04,18XAG04,1,2.9,3.5,2,2.4,1.3,0.8,1,18XAG04,8,1.86,1.07,7.45,11.13,0.92,8.69
1377,7,9,9,5,3,1,1.9,2007,U07m,1XTE04,3,0.02,1.7,0.7,0.6,,,,,12,,3.6,12.1,3.9,7.1,5.7,5.3,4,7.8,49.46,95.26,1XTE04,1XTE04,2.8,0.1,2.5,1.5,1.1,2.7,2.4,1.2,1XTE04,8,1.79,1.06,7.53,26.51,0.9,8.88
1378,7,9,9,6,3,1,1.1,2007,U07m,1XTE04,1,0.007,1.1,,,,,,,12,,3.3,3.9,3.8,4.7,4.3,3.6,2.6,4,30.16,40.28,1XTE04,1XTE04,1.9,2.5,1.5,1.9,1.2,2.8,2.7,2.4,1XTE04,8,2.11,0.52,15.36,4.51,0.25,31.45
1379,7,9,9,7,3,1,1.2,2007,U07m,1XTE04,2,0.007,1,0.6,,,,,,12,,4.7,5.7,3.5,4,4.3,6.4,2.7,3.9,35.16,53.48,1XTE04,1XTE04,1.1,1.5,1.9,2.6,1.3,1.2,2.8,2.7,1XTE04,8,1.89,0.64,12.58,5.78,0.36,22.28
1380,7,9,9,8,3,1,1.3,2007,U07m,1XTE04,2,0.01,1.2,0.6,,,,,,12,,4.7,5.2,3,8.3,2.8,5.7,4.7,4,38.33,59.38,1XTE04,1XTE04,1.2,1.9,2.6,0.7,2.9,1.6,1.2,2.8,1XTE04,8,1.86,0.7,11.46,6.93,0.42,19.26
1381,7,9,9,13,6,3,0.2,2007,U07m,1XTE04,1,0,0.2,,,,,,,27,,1.3,6.4,0.5,0.9,3,1.5,1.6,0.8,16.06,8.56,1XTE04,1XTE04,1.2,0.2,3.1,2.6,0.4,1.5,0.9,2.9,1XTE04,8,1.6,0.13,64,2.23,0.01,737
1382,7,9,9,14,6,3,0.4,2007,U07m,1XTE04,1,0.001,0.4,,,,,,,27,,6,1.5,1.2,1.5,9,2,1.9,3.9,26.96,27.72,1XTE04,1XTE04,0.2,3.1,2.6,3.1,0,2.1,1.5,0.9,1XTE04,7,1.69,0.24,33.75,3.31,0.04,209.31
1383,7,9,9,15,6,3,0,2007,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0.4,2.6,3.1,3.1,1.1,2.4,2.1,1.5,1XTE04,8,2.04,0,0,0,0,0
1384,7,9,9,16,6,3,1.1,2007,U07m,1XTE04,1,0.007,1.1,,,,,,,27,,9,3.3,2.4,9.3,3.3,8.8,2.8,4.4,43.28,69.31,1XTE04,1XTE04,0,3.1,3.1,0.4,1.9,0.5,2.4,2.1,1XTE04,7,1.69,0.65,12.27,7.22,0.29,27.61
1385,7,9,9,1,8,2,0.5,2007,U07m,1XTE04,1,0.001,0.5,,,,,,,40,,9,12.7,4.5,4.5,9,1.8,1.4,12.7,55.68,135.78,1XTE04,1XTE04,0,0,0.5,0.9,0,3.1,2.7,0,1XTE04,4,0.9,0.56,14.4,1.9,0.11,71.84
1386,7,9,9,2,8,2,0,2007,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0.5,0.5,0.9,0.1,0.3,2,3.1,2.7,1XTE04,8,1.26,0,0,0,0,0
1387,7,9,9,3,8,2,0.3,2007,U07m,1XTE04,1,0,0.3,,,,,,,40,,9,3.2,6.7,3.5,2.5,1.3,1.2,1.1,28.43,34.69,1XTE04,1XTE04,0,0.9,0.1,0.8,0.8,2.7,2,3.1,1XTE04,7,1.3,0.23,34.67,4.44,0.03,255.56
1388,7,9,9,4,8,2,0.8,2007,U07m,1XTE04,1,0.003,0.8,,,,,,,40,,6.5,11.3,4.5,2.5,3,11.3,2.1,3.6,44.85,82.06,1XTE04,1XTE04,0.3,0.1,0.8,3.3,1.6,0.1,2.7,2,1XTE04,8,1.36,0.59,13.63,21.11,0.2,39.83
1389,7,9,9,9,1,4,0,2007,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0.9,1.2,1.6,1.9,0,0,0,0,2XT4E04,4,0.7,0,0,0,0,0
1390,7,9,9,10,1,4,0,2007,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,1.6,1.9,2.8,0,0,0,0,2XT4E04,3,0.79,0,0,0,0,0
1391,7,9,9,11,1,4,0,2007,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,1.9,2.8,3,0,0,0,0,2XT4E04,3,0.96,0,0,0,0,0
